"Tag Code","Mark Species Name","Event Type Name","Event Site Name","Event Site Code Value","Event Site Info Name","Event Site Info Code","Event Date Time Value","Antenna ID","Antenna Group Configuration Value","Event Release Site Code Code","Event Release Date Time Value","CTH Count"
"3D9.1C2CA7C6C1","Chinook","Mark","LEMHIR - Lemhi River","LEMHIR","Lemhi River","LEMHIR","9/22/2009 8:45:00 AM","NA","0","LEMHIR","9/22/2009 2:00:00 PM","1"
"3D9.1C2CA7C6C1","Chinook","Observation","LRW - Lemhi River Weir","LRW","Lemhi River Weir","LRW","9/23/2009 7:28:31 AM","A2","100","","","1"
"3D9.1C2CA7C6C1","Chinook","Observation","LRW - Lemhi River Weir","LRW","Lemhi River Weir","LRW","9/23/2009 11:02:49 AM","A2","100","","","1"
"3D9.1C2CA7C6C1","Chinook","Observation","LRW - Lemhi River Weir","LRW","Lemhi River Weir","LRW","9/23/2009 11:37:11 AM","A2","100","","","1"
"3D9.1C2CA7C6C1","Chinook","Observation","LRW - Lemhi River Weir","LRW","Lemhi River Weir","LRW","9/23/2009 11:50:10 AM","A2","100","","","1"
"3D9.1C2CA7C6C1","Chinook","Observation","LRW - Lemhi River Weir","LRW","Lemhi River Weir","LRW","9/23/2009 11:53:14 AM","A2","100","","","1"
"3D9.1C2CA7C6C1","Chinook","Observation","LRW - Lemhi River Weir","LRW","Lemhi River Weir","LRW","9/23/2009 12:44:33 PM","A2","100","","","1"
"3D9.1C2CA7C6C1","Chinook","Observation","LRW - Lemhi River Weir","LRW","Lemhi River Weir","LRW","9/26/2009 4:25:53 PM","A2","100","","","1"
"3D9.1C2CA7C6C1","Chinook","Observation","LRW - Lemhi River Weir","LRW","Lemhi River Weir","LRW","9/26/2009 4:29:45 PM","A2","100","","","1"
"3D9.1C2CA7C6C1","Chinook","Observation","LRW - Lemhi River Weir","LRW","Lemhi River Weir","LRW","9/26/2009 4:29:49 PM","A2","100","","","1"
"3D9.1C2CA7C6C1","Chinook","Observation","LRW - Lemhi River Weir","LRW","Lemhi River Weir","LRW","9/26/2009 4:29:50 PM","A1","100","","","1"
"3D9.1C2CA7C6C1","Chinook","Observation","LRW - Lemhi River Weir","LRW","Lemhi River Weir","LRW","9/26/2009 4:29:58 PM","A2","100","","","1"
"3D9.1C2CA7C6C1","Chinook","Observation","LRW - Lemhi River Weir","LRW","Lemhi River Weir","LRW","9/26/2009 4:30:01 PM","A2","100","","","1"
"3D9.1C2CA7C6C1","Chinook","Observation","LRW - Lemhi River Weir","LRW","Lemhi River Weir","LRW","6/1/2010 6:40:59 AM","A2","100","","","1"
