"Tag Code","Mark Species Name","Mark Rear Type Name","Event Type Name","Event Site Type Description","Event Site Code Value","Event Date Time Value","Antenna ID","Antenna Group Configuration Value","Event Release Site Code Code","Event Release Date Time Value","Event Length mm","Event Weight g","CTH Count"
"384.1B79759E5B","Chinook","Wild Fish or Natural Production","Recapture","Trap or Weir","LLRTP","5/3/2021 7:35:14 AM","NA","0","LLRTP","5/3/2021 7:35:14 AM","128","23.8","1"
"384.1B7975A08B","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","8/19/2019 9:24:00 AM","NA","0","LEMHIR","8/19/2019 12:38:00 PM","63","","1"
"384.1B7975A08B","Chinook","Wild Fish or Natural Production","Recapture","Trap or Weir","LLRTP","10/25/2019 7:55:45 AM","NA","0","LLRTP","10/25/2019 7:55:45 AM","72","4.3","1"
"384.1B7975A0EA","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","8/16/2019 4:20:00 AM","NA","0","LEMHIR","8/16/2019 9:32:00 AM","120","","1"
"384.1B7975A20E","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/23/2020 4:26:00 AM","NA","0","LEMHIR","6/23/2020 6:27:00 AM","64","4","1"
"384.1B7975A20E","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","EVL","1/9/2021 4:08:40 AM","01","100","","","","","1"
"384.1B7975A20E","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","EVL","1/9/2021 4:08:56 AM","05","100","","","","","1"
"384.1B7975A20E","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","4/24/2021 9:31:18 PM","01","120","","","","","1"
"384.1B7975A20E","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","4/24/2021 9:31:37 PM","05","120","","","","","1"
"384.1B7975A20E","Chinook","Wild Fish or Natural Production","Recapture","Trap or Weir","LLRTP","4/21/2021 8:08:50 AM","NA","0","LLRTP","4/21/2021 8:08:50 AM","107","14.1","1"
"384.1B7975A3C9","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/12/2020 10:23:00 AM","NA","0","LEMHIR","6/12/2020 12:40:00 PM","64","","1"
"384.1B7975A542","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/15/2020 5:27:00 AM","NA","0","LEMHIR","6/15/2020 10:27:00 AM","64","3.9","1"
"384.1B7975A542","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","EVU","5/11/2021 3:00:31 AM","01","100","","","","","1"
"384.1B7975A57F","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","8/18/2019 5:23:00 AM","NA","0","LEMHIR","8/18/2019 12:55:00 PM","65","3","1"
"384.1B7975A5D6","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/12/2020 10:23:00 AM","NA","0","LEMHIR","6/12/2020 12:40:00 PM","62","2.7","1"
"384.1B7975A8E9","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/22/2020 6:30:00 AM","NA","0","LEMHIR","6/22/2020 1:08:00 PM","68","3.2","1"
"384.1B7975A8E9","Chinook","Wild Fish or Natural Production","Observation","Combined Dam Location","ICH","5/2/2021 12:19:30 PM","A1","110","","","","","1"
"384.1B7975A8E9","Chinook","Wild Fish or Natural Production","Observation","Combined Dam Location","ICH","5/2/2021 12:19:32 PM","A2","110","","","","","1"
"384.1B7975A8E9","Chinook","Wild Fish or Natural Production","Observation","Combined Dam Location","ICH","5/2/2021 12:19:35 PM","A3","110","","","","","1"
"384.1B7975A8E9","Chinook","Wild Fish or Natural Production","Observation","Combined Dam Location","ICH","5/2/2021 12:19:37 PM","A4","110","","","","","1"
"384.1B7975A8E9","Chinook","Wild Fish or Natural Production","Observation","Spillway","GRS","4/25/2021 12:46:11 PM","0A","100","","","","","1"
"384.1B7975A8F2","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","8/19/2019 9:24:00 AM","NA","0","LEMHIR","8/19/2019 12:38:00 PM","63","","1"
"384.1B7975A941","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/23/2020 4:26:00 AM","NA","0","LEMHIR","6/23/2020 6:27:00 AM","68","2.8","1"
"384.1B7975AA78","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","8/18/2019 5:23:00 AM","NA","0","LEMHIR","8/18/2019 12:55:00 PM","64","1.3","1"
"3D9.1C2DEF0480","Chinook","Wild Fish or Natural Production","Mark","River","CANY2C","6/1/2020 6:39:00 AM","NA","0","CANY2C","6/1/2020 11:28:00 AM","65","3.4","1"
"3D9.1C2DEF2CF3","Chinook","Wild Fish or Natural Production","Mark","River","18MILC","5/30/2020 6:22:00 AM","NA","0","18MILC","5/30/2020 8:08:00 AM","166","","1"
"3D9.1C2DEF2FCF","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/12/2020 5:29:00 AM","NA","0","LEMHIR","6/12/2020 10:10:00 AM","130","37.2","1"
"3D9.1C2DEF2FCF","Chinook","Wild Fish or Natural Production","Recapture","River","LEMHIR","6/13/2020 5:59:00 AM","NA","0","LEMHIR","6/13/2020 9:16:00 AM","132","","1"
"3D9.1C2DEF99D9","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/10/2020 5:46:00 AM","NA","0","LEMHIR","6/10/2020 12:37:00 PM","61","2.7","1"
"3D9.1C2DEFA943","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/10/2020 5:46:00 AM","NA","0","LEMHIR","6/10/2020 12:37:00 PM","132","45.1","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Mark","River","CANY2C","6/1/2020 6:39:00 AM","NA","0","CANY2C","6/1/2020 11:28:00 AM","71","4.7","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 8:46:19 AM","02","110","","","","","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 8:47:30 AM","02","110","","","","","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 8:48:44 AM","02","110","","","","","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 8:49:45 AM","02","110","","","","","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 8:50:57 AM","02","110","","","","","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 8:52:10 AM","02","110","","","","","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 8:53:17 AM","02","110","","","","","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 8:54:20 AM","02","110","","","","","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 8:55:20 AM","02","110","","","","","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 8:56:20 AM","02","110","","","","","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 8:57:20 AM","02","110","","","","","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 8:58:23 AM","02","110","","","","","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 8:59:23 AM","02","110","","","","","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 9:00:22 AM","02","110","","","","","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 9:01:25 AM","02","110","","","","","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 9:02:45 AM","02","110","","","","","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 9:03:59 AM","02","110","","","","","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 9:05:11 AM","02","110","","","","","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 9:06:23 AM","02","110","","","","","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 9:07:37 AM","02","110","","","","","1"
"3D9.1C2DEFB1D0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/2/2020 9:08:40 AM","02","110","","","","","1"
"3D9.1C2DEFC1E0","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/10/2020 5:46:00 AM","NA","0","LEMHIR","6/10/2020 12:37:00 PM","152","57.8","1"
"3D9.1C2DEFC1E0","Chinook","Wild Fish or Natural Production","Recapture","River","LEMHIR","6/11/2020 5:33:00 AM","NA","0","LEMHIR","6/11/2020 11:08:00 AM","149","","1"
"3D9.1C2DEFE385","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/10/2020 5:46:00 AM","NA","0","LEMHIR","6/10/2020 12:37:00 PM","146","53.8","1"
"3D9.1C2DEFEB8E","Chinook","Wild Fish or Natural Production","Mark","River","18MILC","5/30/2020 8:11:00 AM","NA","0","18MILC","5/30/2020 8:57:00 AM","130","","1"
"3D9.1C2DEFEB8E","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","18M","6/5/2020 1:21:47 AM","02","110","","","","","1"
"3D9.1C2DEFEB8E","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/23/2020 10:24:36 PM","02","110","","","","","1"
"3D9.1C2DEFEB8E","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/24/2020 10:00:28 AM","01","110","","","","","1"
"3D9.1C2DEFEB8E","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/24/2020 10:04:11 AM","02","110","","","","","1"
"3D9.1C2DEFEB8E","Chinook","Wild Fish or Natural Production","Recapture","River","LEMHIR","6/25/2020 5:32:00 AM","NA","0","LEMHIR","6/25/2020 11:44:00 AM","165","","1"
"3D9.1C2DF87726","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/12/2020 5:29:00 AM","NA","0","LEMHIR","6/12/2020 10:10:00 AM","66","4.1","1"
"3D9.1C2DF88124","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/12/2020 5:29:00 AM","NA","0","LEMHIR","6/12/2020 10:10:00 AM","88","10.2","1"
"3D9.1C2DF88124","Chinook","Wild Fish or Natural Production","Recapture","Trap or Weir","LLRTP","10/27/2020 4:59:30 AM","NA","0","LLRTP","10/27/2020 4:59:30 AM","121","","1"
"3D9.239F869B9F","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/22/2020 6:30:00 AM","NA","0","LEMHIR","6/22/2020 1:08:00 PM","57","2.3","1"
"3D9.239F87107D","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/22/2020 6:30:00 AM","NA","0","LEMHIR","6/22/2020 1:08:00 PM","53","1.6","1"
"3D9.239F87118D","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/15/2020 5:27:00 AM","NA","0","LEMHIR","6/15/2020 10:27:00 AM","56","2.2","1"
"3D9.239F8711A7","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/12/2020 10:23:00 AM","NA","0","LEMHIR","6/12/2020 12:40:00 PM","55","","1"
"3D9.239F871326","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/22/2020 6:30:00 AM","NA","0","LEMHIR","6/22/2020 1:08:00 PM","54","1.9","1"
"3D9.239F871334","Chinook","Wild Fish or Natural Production","Mark","River","CANY2C","5/31/2020 9:38:00 AM","NA","0","CANY2C","5/31/2020 10:04:00 AM","59","2.7","1"
"3D9.239F871334","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","10/1/2020 5:41:37 PM","01","110","","","","","1"
"3D9.239F871334","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","10/1/2020 5:42:37 PM","01","110","","","","","1"
"3D9.239F871334","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","10/1/2020 6:05:51 PM","02","110","","","","","1"
"3D9.239F871334","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","EVL","5/13/2021 2:27:05 AM","05","100","","","","","1"
"3D9.239F871334","Chinook","Wild Fish or Natural Production","Recapture","Trap or Weir","LLRTP","5/14/2021 7:25:34 AM","NA","0","LLRTP","5/14/2021 7:25:34 AM","131","25.2","1"
"3D9.239F871342","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/12/2020 5:29:00 AM","NA","0","LEMHIR","6/12/2020 10:10:00 AM","57","2.9","1"
"3D9.239F871342","Chinook","Wild Fish or Natural Production","Recapture","Trap or Weir","LLRTP","5/12/2021 8:46:24 AM","NA","0","LLRTP","5/12/2021 8:46:24 AM","124","21.1","1"
"3D9.239F871394","Chinook","Wild Fish or Natural Production","Mark","River","CANY2C","6/1/2020 6:39:00 AM","NA","0","CANY2C","6/1/2020 11:28:00 AM","57","1.9","1"
"3D9.239F871394","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","5/20/2021 1:14:51 AM","01","110","","","","","1"
"3D9.239F871394","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","5/20/2021 1:02:48 PM","02","110","","","","","1"
"3D9.239F8713CA","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/23/2020 8:04:00 AM","NA","0","LEMHIR","6/23/2020 12:54:00 PM","59","2.1","1"
"3D9.239F8713CA","Chinook","Wild Fish or Natural Production","Recapture","River","LEMHIR","6/25/2020 5:32:00 AM","NA","0","LEMHIR","6/25/2020 11:44:00 AM","59","","1"
"3D9.239F8714BC","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/23/2020 8:04:00 AM","NA","0","LEMHIR","6/23/2020 12:54:00 PM","57","2.2","1"
"3D9.239F8717B2","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/22/2020 6:30:00 AM","NA","0","LEMHIR","6/22/2020 1:08:00 PM","52","1.7","1"
"3D9.239F8717B2","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","EVL","1/2/2021 5:31:16 PM","06","100","","","","","1"
"3D9.239F871A08","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/22/2020 6:30:00 AM","NA","0","LEMHIR","6/22/2020 1:08:00 PM","57","2","1"
"3D9.239F871A08","Chinook","Wild Fish or Natural Production","Recapture","Trap or Weir","LLRTP","11/2/2020 7:26:48 AM","NA","0","LLRTP","11/2/2020 7:26:48 AM","104","12.3","1"
"3D9.239F871BA3","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/22/2020 6:30:00 AM","NA","0","LEMHIR","6/22/2020 1:08:00 PM","50","0.9","1"
"3D9.239F871CFC","Chinook","Wild Fish or Natural Production","Mark","River","CANY2C","6/1/2020 6:39:00 AM","NA","0","CANY2C","6/1/2020 11:28:00 AM","59","2.8","1"
"3D9.239F871CFC","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/17/2020 9:59:25 AM","01","110","","","","","1"
"3D9.239F871CFC","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/17/2020 10:00:12 AM","02","110","","","","","1"
"3D9.239F871D37","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/23/2020 8:04:00 AM","NA","0","LEMHIR","6/23/2020 12:54:00 PM","55","2.6","1"
"3D9.239F871D95","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/22/2020 6:30:00 AM","NA","0","LEMHIR","6/22/2020 1:08:00 PM","53","2","1"
"3D9.239F871FAE","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/22/2020 6:30:00 AM","NA","0","LEMHIR","6/22/2020 1:08:00 PM","54","1.4","1"
"3D9.239F871FD2","Chinook","Wild Fish or Natural Production","Mark","River","CANY2C","6/1/2020 6:39:00 AM","NA","0","CANY2C","6/1/2020 11:28:00 AM","55","1.6","1"
"3D9.239F871FF5","Chinook","Wild Fish or Natural Production","Mark","River","CANY2C","6/1/2020 6:39:00 AM","NA","0","CANY2C","6/1/2020 11:28:00 AM","59","2.3","1"
"3D9.239F871FF5","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/8/2020 2:51:55 PM","01","110","","","","","1"
"3D9.239F872052","Chinook","Wild Fish or Natural Production","Mark","River","CANY2C","5/31/2020 9:38:00 AM","NA","0","CANY2C","5/31/2020 10:04:00 AM","59","2.9","1"
"3D9.239F872052","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/10/2020 1:51:33 PM","02","110","","","","","1"
"3D9.239F872052","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/10/2020 1:52:33 PM","02","110","","","","","1"
"3D9.239F872052","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/10/2020 2:17:37 PM","01","110","","","","","1"
"3D9.239F872052","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/10/2020 2:18:45 PM","01","110","","","","","1"
"3D9.239F872052","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/10/2020 2:19:46 PM","01","110","","","","","1"
"3D9.239F872052","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","6/10/2020 2:20:47 PM","01","110","","","","","1"
"3D9.239F872052","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","5/11/2021 7:59:27 PM","01","110","","","","","1"
"3D9.239F872052","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","5/11/2021 8:03:02 PM","01","110","","","","","1"
"3D9.239F872052","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","CAC","5/11/2021 8:05:37 PM","02","110","","","","","1"
"3D9.239F8721BF","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/12/2020 5:29:00 AM","NA","0","LEMHIR","6/12/2020 10:10:00 AM","58","3","1"
"3D9.239F872215","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/22/2020 6:30:00 AM","NA","0","LEMHIR","6/22/2020 1:08:00 PM","55","2.1","1"
"3D9.239F87227E","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/22/2020 6:30:00 AM","NA","0","LEMHIR","6/22/2020 1:08:00 PM","52","1.5","1"
"3D9.239F8726E3","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/12/2020 10:23:00 AM","NA","0","LEMHIR","6/12/2020 12:40:00 PM","53","","1"
"3D9.239F8726E3","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/16/2021 8:52:31 AM","01","170","","","","","1"
"3D9.239F8726E3","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/16/2021 8:52:35 AM","02","170","","","","","1"
"3D9.239F8726E3","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/16/2021 8:52:37 AM","03","170","","","","","1"
"3D9.239F8726E3","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/16/2021 8:52:40 AM","04","170","","","","","1"
"3D9.239F8726E3","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/16/2021 8:52:41 AM","04","170","","","","","1"
"3D9.239F8726E3","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/16/2021 9:01:59 AM","A1","170","","","","","1"
"3D9.239F8726E3","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/16/2021 9:01:59 AM","A2","170","","","","","1"
"3D9.239F8726E3","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/16/2021 9:02:00 AM","A3","170","","","","","1"
"3D9.239F8726E3","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/16/2021 9:02:00 AM","A4","170","","","","","1"
"3D9.239F8726E3","Chinook","Wild Fish or Natural Production","Recapture","Trap or Weir","LEMTRP","10/17/2020 8:02:59 AM","NA","0","LEMHIW","10/17/2020 8:02:59 AM","98","10.6","1"
"3D9.239F872834","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/22/2020 6:30:00 AM","NA","0","LEMHIR","6/22/2020 1:08:00 PM","50","0.9","1"
"3D9.239F872BE8","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","6/22/2020 6:30:00 AM","NA","0","LEMHIR","6/22/2020 1:08:00 PM","53","2.5","1"
"3DD.00775E4274","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/16/2019 12:43:00 PM","NA","0","HAYDNC","9/16/2019 2:03:00 PM","93","9.6","1"
"3DD.00775E4274","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","10/18/2019 8:28:05 PM","04","120","","","","","1"
