"Tag Code","Mark Species Name","Mark Rear Type Name","Event Type Name","Event Site Type Description","Event Site Code Value","Event Date Time Value","Antenna ID","Antenna Group Configuration Value","Event Release Site Code Code","Event Release Date Time Value","Event Length mm","Event Weight g","CTH Count"
"3D9.1C2DEECEF4","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","BTL","8/24/2021 5:40:48 PM","02","110","","","","","1"
"3D9.1C2DEECEF4","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","BTL","8/24/2021 5:41:49 PM","02","110","","","","","1"
"3D9.1C2DEECF00","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/18/2020 6:22:00 AM","NA","0","HAYDNC","9/18/2020 9:11:00 AM","105","13.7","1"
"3D9.1C2DEECF00","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","EVL","2/28/2021 6:47:18 PM","06","100","","","","","1"
"3D9.1C2DEECF00","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","11/9/2020 7:18:10 PM","04","130","","","","","1"
"3D9.1C2DEECF03","Chinook","Wild Fish or Natural Production","Mark","River","LLSPRC","9/11/2020 7:12:00 AM","NA","0","LLSPRC","9/11/2020 12:31:00 PM","108","16","1"
"3D9.1C2DEECF03","Chinook","Wild Fish or Natural Production","Recapture","River","LLSPRC","9/13/2020 6:40:00 AM","NA","0","LLSPRC","9/13/2020 10:15:00 AM","107","","1"
"3D9.1C2DEED083","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/24/2020 8:24:00 AM","NA","0","HAYDNC","9/24/2020 11:56:00 AM","82","","1"
"3D9.1C2DEED083","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","EVU","6/3/2021 11:04:05 AM","05","100","","","","","1"
"3D9.1C2DEED083","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","6/4/2021 12:02:17 AM","05","120","","","","","1"
"3D9.1C2DEED083","Chinook","Wild Fish or Natural Production","Observation","Spillway","GRS","6/10/2021 5:10:47 PM","04","100","","","","","1"
"3D9.1C2DEED083","Chinook","Wild Fish or Natural Production","Observation","Spillway","GRS","6/10/2021 5:10:47 PM","07","100","","","","","1"
"3D9.1C2DEED083","Chinook","Wild Fish or Natural Production","Recovery","Avian Colony","BADGEI","9/22/2021 11:00:00 AM","NA","0","","","","","1"
"3D9.1C2DEED085","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","8/21/2020 7:57:00 AM","NA","0","LEMHIR","8/21/2020 1:36:00 PM","95","","1"
"3D9.1C2DEED092","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","8/22/2020 8:31:00 AM","NA","0","LEMHIR","8/22/2020 11:09:00 AM","72","","1"
"3D9.1C2DEED09C","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/19/2020 6:15:00 AM","NA","0","HAYDNC","9/19/2020 10:27:00 AM","90","","1"
"3D9.1C2DEED0EE","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/18/2020 9:38:00 AM","NA","0","HAYDNC","9/18/2020 12:56:00 PM","86","","1"
"3D9.1C2DEED0EE","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","10/12/2020 2:25:33 PM","02","130","","","","","1"
"3D9.1C2DEED0EE","Chinook","Wild Fish or Natural Production","Recapture","Trap or Weir","HYDTRP","10/12/2020 4:09:18 AM","NA","0","HYDTRP","10/12/2020 4:09:18 AM","90","9.6","1"
"3D9.1C2DEED114","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/21/2020 6:17:00 AM","NA","0","HAYDNC","9/21/2020 1:20:00 PM","67","","1"
"3D9.1C2DEED124","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/20/2020 6:51:00 AM","NA","0","HAYDNC","9/20/2020 2:01:00 PM","90","9.5","1"
"3D9.1C2DEEDA72","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/21/2020 6:17:00 AM","NA","0","HAYDNC","9/21/2020 1:20:00 PM","87","","1"
"3D9.1C2DEEDAB0","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/17/2020 6:31:00 AM","NA","0","HAYDNC","9/17/2020 1:44:00 PM","93","9","1"
"3D9.1C2DEEDAB4","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/20/2020 6:51:00 AM","NA","0","HAYDNC","9/20/2020 2:01:00 PM","85","7.8","1"
"3D9.1C2DEEDAB5","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","8/25/2020 7:19:00 AM","NA","0","LEMHIR","8/25/2020 11:11:00 AM","95","","1"
"3D9.1C2DEEDAB5","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","EVL","12/18/2020 8:22:38 AM","06","100","","","","","1"
"3D9.1C2DEEDB11","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/19/2020 6:15:00 AM","NA","0","HAYDNC","9/19/2020 10:27:00 AM","84","","1"
"3D9.1C2DEEDB11","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","11/4/2020 8:16:52 AM","04","130","","","","","1"
"3D9.1C2DEEDB11","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","5/4/2021 9:43:44 PM","01","120","","","","","1"
"3D9.1C2DEEDB11","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","5/4/2021 9:44:04 PM","05","120","","","","","1"
"3D9.1C2DEEDB11","Chinook","Wild Fish or Natural Production","Recapture","Trap or Weir","HYDTRP","11/4/2020 7:07:01 AM","NA","0","HYDTRP","11/4/2020 7:07:01 AM","89","8.1","1"
"3D9.1C2DEEDB11","Chinook","Wild Fish or Natural Production","Recapture","Trap or Weir","LLRTP","5/3/2021 10:01:07 AM","NA","0","LLRTP","5/3/2021 10:01:07 AM","106","14.3","1"
"3D9.1C2DEEDB19","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/17/2020 6:31:00 AM","NA","0","HAYDNC","9/17/2020 1:44:00 PM","97","8.2","1"
"3D9.1C2DEEDC1D","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","8/20/2020 5:25:00 AM","NA","0","LEMHIR","8/20/2020 1:26:00 PM","102","13.9","1"
"3D9.1C2DEEDD46","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/20/2020 6:51:00 AM","NA","0","HAYDNC","9/20/2020 2:01:00 PM","83","8.3","1"
"3D9.1C2DEEDD4A","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","8/24/2020 6:43:00 AM","NA","0","LEMHIR","8/24/2020 11:32:00 AM","106","","1"
"3D9.1C2DEEDD5C","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","8/20/2020 5:25:00 AM","NA","0","LEMHIR","8/20/2020 1:26:00 PM","101","15","1"
"3D9.1C2DEEDD5C","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","EVU","11/16/2020 5:46:33 PM","02","100","","","","","1"
"3D9.1C2DEEDD5C","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","11/18/2020 5:33:29 PM","02","120","","","","","1"
"3D9.1C2DEEDD5C","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","11/18/2020 5:33:38 PM","05","120","","","","","1"
"3D9.1C2DEEDD5C","Chinook","Wild Fish or Natural Production","Recapture","River","LEMHIR","8/21/2020 7:57:00 AM","NA","0","LEMHIR","8/21/2020 1:36:00 PM","101","","1"
"3D9.1C2DEEDD5C","Chinook","Wild Fish or Natural Production","Recapture","Trap or Weir","LLRTP","11/18/2020 11:56:53 AM","NA","0","LLRTP","11/18/2020 11:56:53 AM","104","11.2","1"
"3D9.1C2DEEDDA8","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/21/2020 6:17:00 AM","NA","0","HAYDNC","9/21/2020 1:20:00 PM","79","","1"
"3D9.1C2DEEDDC5","Chinook","Wild Fish or Natural Production","Mark","River","BTIMBC","8/9/2020 5:24:00 AM","NA","0","BTIMBC","8/9/2020 11:35:00 AM","99","","1"
"3D9.1C2DEEDDC5","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","BTL","10/22/2020 7:09:58 PM","02","110","","","","","1"
"3D9.1C2DEEDDC5","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","EVU","12/19/2020 5:18:42 PM","01","100","","","","","1"
"3D9.1C2DEEDDC5","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","S3A","1/8/2021 5:55:51 PM","01","100","","","","","1"
"3D9.1C2DEEDDE0","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","8/22/2020 8:31:00 AM","NA","0","LEMHIR","8/22/2020 11:09:00 AM","82","","1"
"3D9.1C2DEEDDE0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","EVL","12/22/2020 5:38:02 AM","01","100","","","","","1"
"3D9.1C2DEEDDE0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","12/22/2020 8:03:19 PM","04","120","","","","","1"
"3D9.1C2DEEDDE0","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","12/22/2020 8:03:19 PM","05","120","","","","","1"
"3D9.1C2DEEDDE6","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/17/2020 6:31:00 AM","NA","0","HAYDNC","9/17/2020 1:44:00 PM","92","8.5","1"
"3D9.1C2DEEDDE6","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","EVL","4/30/2021 2:03:10 AM","01","100","","","","","1"
"3D9.1C2DEEDDE6","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","EVL","4/30/2021 2:03:25 AM","06","100","","","","","1"
"3D9.1C2DEEDDE6","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","5/7/2021 9:22:08 PM","05","120","","","","","1"
"3D9.1C2DEEDDE6","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LRW","10/16/2020 2:14:32 PM","A5","110","","","","","1"
"3D9.1C2DEEDDE6","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LRW","10/16/2020 2:51:06 PM","A2","110","","","","","1"
"3D9.1C2DEEDDE6","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LRW","1/4/2021 5:54:03 PM","A4","110","","","","","1"
"3D9.1C2DEEDDE6","Chinook","Wild Fish or Natural Production","Recapture","River","HAYDNC","9/18/2020 9:38:00 AM","NA","0","HAYDNC","9/18/2020 12:56:00 PM","89","","1"
"3D9.1C2DEEDDE6","Chinook","Wild Fish or Natural Production","Recapture","Trap or Weir","HYDTRP","10/13/2020 4:36:07 AM","NA","0","HYDTRP","10/13/2020 4:36:07 AM","97","","1"
"3D9.1C2DEEE7B5","Chinook","Wild Fish or Natural Production","Mark","River","LLSPRC","9/13/2020 6:40:00 AM","NA","0","LLSPRC","9/13/2020 10:15:00 AM","99","","1"
"3D9.1C2DEEE7B5","Chinook","Wild Fish or Natural Production","Observation","Spillway","GRS","4/26/2021 6:11:01 PM","03","100","","","","","1"
"3D9.1C2DEEE7B5","Chinook","Wild Fish or Natural Production","Observation","Spillway","GRS","4/26/2021 6:11:01 PM","06","100","","","","","1"
"3D9.1C2DEEE7B5","Chinook","Wild Fish or Natural Production","Observation","Spillway","GRS","4/26/2021 6:11:01 PM","0A","100","","","","","1"
"3D9.1C2DEEE7F2","Chinook","Wild Fish or Natural Production","Mark","River","LLSPRC","9/11/2020 7:12:00 AM","NA","0","LLSPRC","9/11/2020 12:31:00 PM","89","10.9","1"
"3D9.1C2DEEE7F2","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","EVL","2/18/2021 6:58:54 PM","05","100","","","","","1"
"3D9.1C2DEEE7F2","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LRW","11/22/2020 7:20:52 PM","A3","110","","","","","1"
"3D9.1C2DEEE840","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/20/2020 6:51:00 AM","NA","0","HAYDNC","9/20/2020 2:01:00 PM","74","5.3","1"
"3D9.1C2DEEE840","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","EVL","5/18/2021 2:32:09 AM","05","100","","","","","1"
"3D9.1C2DEEE840","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","EVU","5/17/2021 11:51:01 PM","04","100","","","","","1"
"3D9.1C2DEEE840","Chinook","Wild Fish or Natural Production","Observation","Spillway","GRS","5/30/2021 3:24:03 PM","03","100","","","","","1"
"3D9.1C2DEEE840","Chinook","Wild Fish or Natural Production","Observation","Spillway","GRS","5/30/2021 3:24:04 PM","07","100","","","","","1"
"3D9.1C2DEEE840","Chinook","Wild Fish or Natural Production","Observation","Spillway","GRS","5/30/2021 3:24:04 PM","0A","100","","","","","1"
"3D9.1C2DEEE840","Chinook","Wild Fish or Natural Production","Recapture","Trap or Weir","LLRTP","5/20/2021 7:48:24 AM","NA","0","LLRTP","5/20/2021 7:48:24 AM","120","21","1"
"3D9.1C2DEEE85F","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/19/2020 6:15:00 AM","NA","0","HAYDNC","9/19/2020 10:27:00 AM","100","","1"
"3D9.1C2DEEE85F","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","EVL","4/22/2021 1:21:25 AM","05","100","","","","","1"
"3D9.1C2DEEE85F","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","EVU","3/14/2021 1:51:31 AM","05","100","","","","","1"
"3D9.1C2DEEE85F","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","4/27/2021 9:27:17 PM","02","120","","","","","1"
"3D9.1C2DEEE85F","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","4/27/2021 9:27:34 PM","05","120","","","","","1"
"3D9.1C2DEEE85F","Chinook","Wild Fish or Natural Production","Recapture","Trap or Weir","HYDTRP","11/15/2020 9:24:26 AM","NA","0","HYDTRP","11/15/2020 9:24:26 AM","103","12.6","1"
"3D9.1C2DEEE871","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/21/2020 6:17:00 AM","NA","0","HAYDNC","9/21/2020 1:20:00 PM","87","","1"
"3D9.1C2DEEE871","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","EVU","5/22/2021 2:17:20 AM","05","100","","","","","1"
"3D9.1C2DEEE871","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","5/30/2021 9:07:45 PM","05","120","","","","","1"
