"Tag Code","Mark Species Name","Mark Rear Type Name","Event Type Name","Event Site Type Description","Event Site Code Value","Event Date Time Value","Antenna ID","Antenna Group Configuration Value","Event Release Site Code Code","Event Release Date Time Value","Event Length mm","Event Weight g","CTH Count"
"384.3B239705FB","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/17/2013 12:40:00 PM","NA","0","HAYDNC","9/17/2013 3:49:00 PM","89","","1"
"384.3B239705FB","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","4/29/2014 7:04:21 AM","A1","140","","","","","1"
"384.3B239705FB","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","4/29/2014 7:04:22 AM","A2","140","","","","","1"
"384.3B239705FB","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","4/29/2014 7:04:31 AM","C1","140","","","","","1"
"384.3B239705FB","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","4/29/2014 7:04:32 AM","C2","140","","","","","1"
"384.3B239705FB","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","4/29/2014 7:04:33 AM","91","140","","","","","1"
"384.3B239705FB","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","4/29/2014 7:04:33 AM","92","140","","","","","1"
"384.3B239705FB","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","10/1/2013 5:53:35 AM","A3","120","","","","","1"
"384.3B239705FB","Chinook","Wild Fish or Natural Production","Observation","Combined Dam Location","ICH","5/8/2014 6:38:31 PM","A1","100","","","","","1"
"384.3B239705FB","Chinook","Wild Fish or Natural Production","Observation","Combined Dam Location","ICH","5/8/2014 6:38:33 PM","A2","100","","","","","1"
"384.3B239705FB","Chinook","Wild Fish or Natural Production","Observation","Combined Dam Location","ICH","5/8/2014 6:38:36 PM","A3","100","","","","","1"
"384.3B239705FB","Chinook","Wild Fish or Natural Production","Observation","Combined Dam Location","ICH","5/8/2014 6:38:38 PM","A4","100","","","","","1"
"384.3B239705FB","Chinook","Wild Fish or Natural Production","Recapture","River","HAYDNC","10/2/2013 3:10:00 AM","NA","0","HAYDNC","10/2/2013 5:50:00 AM","","","1"
"384.3B23970626","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","7/9/2013 5:36:00 AM","NA","0","LEMHIR","7/9/2013 2:23:00 PM","77","","1"
"384.3B2397062B","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","7/9/2013 5:36:00 AM","NA","0","LEMHIR","7/9/2013 2:23:00 PM","77","","1"
"384.3B2397062B","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LRW","10/6/2013 11:49:32 PM","A3","110","","","","","1"
"384.3B239706D8","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","7/10/2013 6:30:00 AM","NA","0","LEMHIR","7/10/2013 12:10:00 PM","99","","1"
"384.3B239706F4","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/14/2013 7:26:00 AM","NA","0","HAYDNC","9/15/2013 4:27:00 AM","89","8.4","1"
"384.3B239706F4","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/22/2014 3:19:03 PM","01","170","","","","","1"
"384.3B239706F4","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/22/2014 3:19:07 PM","02","170","","","","","1"
"384.3B239706F4","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/22/2014 3:19:12 PM","04","170","","","","","1"
"384.3B239706F4","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/22/2014 3:26:43 PM","A1","170","","","","","1"
"384.3B239706F4","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/22/2014 3:26:43 PM","A2","170","","","","","1"
"384.3B239706F4","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/22/2014 3:26:44 PM","A3","170","","","","","1"
"384.3B239706F4","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/22/2014 3:26:44 PM","A4","170","","","","","1"
"384.3B239706F4","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/22/2014 3:34:38 PM","C1","170","","","","","1"
"384.3B239706F4","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/22/2014 3:34:38 PM","C2","170","","","","","1"
"384.3B239706F4","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/22/2014 3:34:38 PM","C3","170","","","","","1"
"384.3B239706F4","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/22/2014 3:34:39 PM","C4","170","","","","","1"
"384.3B239706F4","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/22/2014 3:35:15 PM","81","170","","","","","1"
"384.3B239706F4","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/22/2014 3:35:16 PM","82","170","","","","","1"
"384.3B239706F4","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/22/2014 3:35:17 PM","83","170","","","","","1"
"384.3B239706F4","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/22/2014 3:35:18 PM","84","170","","","","","1"
"384.3B239706F4","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","MCJ","5/22/2014 3:35:19 PM","86","170","","","","","1"
"384.3B239706F4","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","12/1/2013 5:18:53 PM","A4","120","","","","","1"
"384.3B239706F4","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","12/1/2013 5:18:54 PM","A3","120","","","","","1"
"384.3B239706F4","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","12/2/2013 5:40:56 AM","A6","120","","","","","1"
"384.3B23970C6B","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/14/2013 7:26:00 AM","NA","0","HAYDNC","9/15/2013 4:27:00 AM","84","7.4","1"
"384.3B23970D25","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/18/2013 7:41:00 AM","NA","0","HAYDNC","9/18/2013 3:04:00 PM","85","","1"
"384.3B23970D90","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/18/2013 7:41:00 AM","NA","0","HAYDNC","9/18/2013 3:04:00 PM","85","","1"
"384.3B23971249","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/12/2013 8:01:00 AM","NA","0","HAYDNC","9/12/2013 4:06:00 PM","82","","1"
"384.3B23971A8F","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/12/2013 8:01:00 AM","NA","0","HAYDNC","9/12/2013 4:06:00 PM","82","","1"
"384.3B23971A8F","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","4/27/2014 12:53:53 AM","A3","120","","","","","1"
"384.3B23971AD9","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/14/2013 7:26:00 AM","NA","0","HAYDNC","9/15/2013 4:27:00 AM","83","","1"
"384.3B23971AD9","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","11/17/2013 9:59:23 AM","A6","120","","","","","1"
"384.3B23971AD9","Chinook","Wild Fish or Natural Production","Recapture","River","HAYDNC","11/17/2013 9:13:00 AM","NA","0","HAYDNC","11/17/2013 9:51:00 AM","89","7.8","1"
"384.3B23971B4B","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","7/9/2013 5:36:00 AM","NA","0","LEMHIR","7/9/2013 2:23:00 PM","78","","1"
"384.3B23971FE9","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/16/2013 7:50:00 AM","NA","0","HAYDNC","9/16/2013 3:05:00 PM","85","","1"
"384.3B23971FE9","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","9/30/2013 2:09:46 PM","A5","120","","","","","1"
"384.3B23971FEE","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/16/2013 7:50:00 AM","NA","0","HAYDNC","9/16/2013 3:05:00 PM","89","","1"
"384.3B23971FEE","Chinook","Wild Fish or Natural Production","Recapture","River","HAYDNC","10/26/2013 12:42:00 AM","NA","0","HAYDNC","10/26/2013 4:22:00 AM","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/16/2013 7:50:00 AM","NA","0","HAYDNC","9/16/2013 3:05:00 PM","78","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/28/2014 7:40:40 PM","01","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/28/2014 7:40:42 PM","02","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/28/2014 7:40:46 PM","03","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/28/2014 7:40:48 PM","04","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/28/2014 7:40:49 PM","04","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/28/2014 8:32:00 PM","B1","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/28/2014 8:32:00 PM","B2","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/28/2014 8:32:00 PM","B3","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/28/2014 8:32:00 PM","B4","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/28/2014 8:32:11 PM","C1","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/28/2014 8:32:11 PM","C2","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/28/2014 8:32:11 PM","C3","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/28/2014 8:32:11 PM","C4","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/28/2014 8:32:14 PM","91","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/28/2014 8:32:14 PM","92","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/28/2014 8:32:14 PM","93","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","LMJ","5/29/2014 11:24:28 PM","01","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","LMJ","5/29/2014 11:24:30 PM","02","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","LMJ","5/29/2014 11:24:32 PM","03","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","LMJ","5/29/2014 11:24:34 PM","04","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","LMJ","5/29/2014 11:25:36 PM","A1","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","LMJ","5/29/2014 11:25:36 PM","A2","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","LMJ","5/29/2014 11:25:37 PM","A3","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","LMJ","5/29/2014 11:25:37 PM","A4","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","LMJ","5/29/2014 11:25:40 PM","31","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","LMJ","5/29/2014 11:25:40 PM","32","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","LMJ","5/29/2014 11:25:41 PM","33","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","LMJ","5/30/2014 3:44:20 AM","91","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","LMJ","5/30/2014 3:44:20 AM","92","150","","","","","1"
"384.3B23972099","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","LMJ","5/30/2014 3:44:20 AM","93","150","","","","","1"
"384.3B239728E6","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","7/8/2013 6:19:00 AM","NA","0","LEMHIR","7/8/2013 2:35:00 PM","76","","1"
"384.3B239728E6","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LRW","11/5/2013 8:38:35 PM","A3","110","","","","","1"
"384.3B239728E6","Chinook","Wild Fish or Natural Production","Recapture","River","LEMHIR","11/6/2013 9:01:00 AM","NA","0","LEMHIR","11/6/2013 10:22:00 AM","96","9.5","1"
"384.3B23972E15","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","7/9/2013 5:36:00 AM","NA","0","LEMHIR","7/9/2013 2:23:00 PM","90","","1"
"384.3B23972E15","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","4/10/2014 9:35:57 PM","B1","140","","","","","1"
"384.3B23972E15","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","4/10/2014 9:35:57 PM","B2","140","","","","","1"
"384.3B23972E15","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","4/10/2014 9:36:08 PM","C1","140","","","","","1"
"384.3B23972E15","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","4/10/2014 9:36:08 PM","C2","140","","","","","1"
"384.3B23972E15","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","4/10/2014 9:36:10 PM","91","140","","","","","1"
"384.3B23972E15","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","4/10/2014 9:36:11 PM","92","140","","","","","1"
"384.3B23972E15","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LRW","10/25/2013 10:47:44 PM","A3","110","","","","","1"
"384.3B23972E15","Chinook","Wild Fish or Natural Production","Recapture","River","LEMHIR","10/27/2013 10:45:00 AM","NA","0","LEMHIR","10/27/2013 12:08:00 PM","110","14.8","1"
"384.3B2397352F","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/18/2013 7:41:00 AM","NA","0","HAYDNC","9/18/2013 3:04:00 PM","88","","1"
"384.3B2397352F","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","9/30/2013 1:29:43 AM","A3","120","","","","","1"
"384.3B2397352F","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","9/30/2013 1:30:01 AM","A6","120","","","","","1"
"384.3B23973543","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/12/2013 8:01:00 AM","NA","0","HAYDNC","9/12/2013 4:06:00 PM","77","","1"
"384.3B23973543","Chinook","Wild Fish or Natural Production","Recapture","River","HAYDNC","10/1/2013 12:01:00 AM","NA","0","HAYDNC","10/1/2013 3:09:00 AM","","","1"
"384.3B23973543","Chinook","Wild Fish or Natural Production","Recapture","River","LEMHIR","10/4/2013 10:03:00 AM","NA","0","LEMHIR","10/4/2013 12:50:00 PM","84","6.7","1"
"384.3B23973582","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/14/2013 7:26:00 AM","NA","0","HAYDNC","9/15/2013 4:27:00 AM","79","6.2","1"
"384.3B23973582","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","11/7/2013 4:42:22 AM","A3","120","","","","","1"
"384.3B23973582","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","11/7/2013 4:42:46 AM","A6","120","","","","","1"
"384.3B23973582","Chinook","Wild Fish or Natural Production","Recapture","River","HAYDNC","11/7/2013 12:03:00 AM","NA","0","HAYDNC","11/7/2013 3:44:00 AM","","","1"
"384.3B239735A3","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","7/5/2013 6:14:00 AM","NA","0","LEMHIR","7/5/2013 1:20:00 PM","73","4","1"
"384.3B239735A3","Chinook","Wild Fish or Natural Production","Recapture","River","LEMHIR","6/18/2014 8:04:00 AM","NA","0","LEMHIR","6/18/2014 2:01:00 PM","137","38","1"
"384.3B23973608","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/18/2013 7:41:00 AM","NA","0","HAYDNC","9/18/2013 3:04:00 PM","84","","1"
"384.3B23973B04","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","7/8/2013 6:19:00 AM","NA","0","LEMHIR","7/8/2013 2:35:00 PM","74","","1"
"384.3B23973B85","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/13/2013 12:44:00 PM","NA","0","HAYDNC","9/13/2013 3:47:00 PM","86","","1"
"384.3B23973B85","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","11/28/2013 9:45:15 PM","A1","120","","","","","1"
"384.3B23973B85","Chinook","Wild Fish or Natural Production","Recapture","River","HAYDNC","9/17/2013 12:40:00 PM","NA","0","HAYDNC","9/17/2013 3:49:00 PM","","","1"
"384.3B23973C2C","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/13/2013 12:44:00 PM","NA","0","HAYDNC","9/13/2013 3:47:00 PM","74","4","1"
"384.3B23973C2C","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","10/1/2013 1:27:45 AM","A1","120","","","","","1"
"384.3B23973C2C","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","10/1/2013 1:27:57 AM","A5","120","","","","","1"
"384.3B23973C2C","Chinook","Wild Fish or Natural Production","Recapture","River","HAYDNC","10/1/2013 12:01:00 AM","NA","0","HAYDNC","10/1/2013 3:09:00 AM","","","1"
"384.3B23973C4F","Chinook","Wild Fish or Natural Production","Mark","River","LEMHIR","7/8/2013 6:19:00 AM","NA","0","LEMHIR","7/8/2013 2:35:00 PM","65","","1"
"384.3B23973C4F","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","4/22/2014 7:34:58 PM","01","150","","","","","1"
"384.3B23973C4F","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","4/22/2014 7:35:00 PM","02","150","","","","","1"
"384.3B23973C4F","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","4/22/2014 7:35:03 PM","03","150","","","","","1"
"384.3B23973C4F","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","4/22/2014 7:35:04 PM","03","150","","","","","1"
"384.3B23973C4F","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","4/22/2014 7:35:05 PM","04","150","","","","","1"
