"Tag Code","Mark Species Name","Mark Rear Type Name","Event Type Name","Event Site Type Description","Event Site Code Value","Event Date Time Value","Antenna ID","Antenna Group Configuration Value","Event Release Site Code Code","Event Release Date Time Value","Event Length mm","Event Weight g","CTH Count"
"384.1B79769D29","Chinook","Wild Fish or Natural Production","Mark","River","LLSPRC","6/21/2017 10:51:00 AM","NA","0","LLSPRC","6/21/2017 12:51:00 PM","78","6.3","1"
"384.1B79769D29","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLS","1/6/2018 9:27:59 PM","A1","100","","","","","1"
"384.1B79769D29","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLS","1/6/2018 9:28:37 PM","A2","100","","","","","1"
"3D9.1C2D7DDD01","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/14/2016 9:05:00 AM","NA","0","HAYDNC","9/14/2016 3:38:00 PM","83","7.3","1"
"3D9.1C2D994D08","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/15/2016 8:34:00 AM","NA","0","HAYDNC","9/15/2016 1:29:00 PM","76","5.3","1"
"3D9.1C2D996404","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/16/2016 8:22:00 AM","NA","0","HAYDNC","9/16/2016 4:06:00 PM","73","4.7","1"
"3D9.1C2D996404","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","9/24/2016 6:12:33 PM","A6","120","","","","","1"
"3D9.1C2D996404","Chinook","Wild Fish or Natural Production","Recapture","River","HAYDNC","9/20/2016 7:17:00 AM","NA","0","HAYDNC","9/20/2016 2:52:00 PM","","","1"
"3D9.1C2D996404","Chinook","Wild Fish or Natural Production","Recapture","River","HAYDNC","9/24/2016 10:17:00 AM","NA","0","HAYDNC","9/24/2016 3:25:00 PM","71","4","1"
"3D9.1C2D99641E","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/16/2016 8:22:00 AM","NA","0","HAYDNC","9/16/2016 4:06:00 PM","91","8.1","1"
"3D9.1C2D99641E","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","5/13/2017 12:29:55 AM","F1","140","","","","","1"
"3D9.1C2D99641E","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GRJ","5/13/2017 12:29:55 AM","F2","140","","","","","1"
"3D9.1C2D99641E","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/22/2017 3:17:49 AM","01","160","","","","","1"
"3D9.1C2D99641E","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/22/2017 3:17:52 AM","02","160","","","","","1"
"3D9.1C2D99641E","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/22/2017 3:17:54 AM","03","160","","","","","1"
"3D9.1C2D99641E","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/22/2017 3:17:56 AM","04","160","","","","","1"
"3D9.1C2D99641E","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/22/2017 3:33:53 AM","A1","160","","","","","1"
"3D9.1C2D99641E","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/22/2017 3:33:53 AM","A2","160","","","","","1"
"3D9.1C2D99641E","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/22/2017 3:33:54 AM","A3","160","","","","","1"
"3D9.1C2D99641E","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/22/2017 3:33:54 AM","A4","160","","","","","1"
"3D9.1C2D99641E","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/22/2017 3:33:57 AM","81","160","","","","","1"
"3D9.1C2D99641E","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/22/2017 3:33:57 AM","82","160","","","","","1"
"3D9.1C2D99641E","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/22/2017 3:33:58 AM","83","160","","","","","1"
"3D9.1C2D99641E","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","JDJ","5/22/2017 3:33:58 AM","84","160","","","","","1"
"3D9.1C2D99641E","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","5/8/2017 4:38:39 AM","A5","110","","","","","1"
"3D9.1C2D99641E","Chinook","Wild Fish or Natural Production","Recapture","River","HAYDNC","9/25/2016 10:07:00 AM","NA","0","HAYDNC","9/25/2016 12:34:00 PM","86","7.5","1"
"3D9.1C2D997414","Chinook","Wild Fish or Natural Production","Mark","River","CANY2C","11/8/2016 7:43:00 AM","NA","0","CANY2C","11/8/2016 12:15:00 PM","94","9.6","1"
"3D9.1C2D9981DA","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/15/2016 8:34:00 AM","NA","0","HAYDNC","9/15/2016 1:29:00 PM","83","8.2","1"
"3D9.1C2D998C87","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/16/2016 8:22:00 AM","NA","0","HAYDNC","9/16/2016 4:06:00 PM","61","3.5","1"
"3D9.1C2D99C1EE","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/16/2016 8:22:00 AM","NA","0","HAYDNC","9/16/2016 4:06:00 PM","85","7.6","1"
"3D9.1C2D99C1EE","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","3/14/2017 5:06:49 PM","A3","120","","","","","1"
"3D9.1C2D99CA38","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","11/2/2016 2:21:00 PM","NA","0","HAYDNC","11/2/2016 3:33:00 PM","83","7.1","1"
"3D9.1C2D99D633","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/16/2016 8:22:00 AM","NA","0","HAYDNC","9/16/2016 4:06:00 PM","76","4.8","1"
"3D9.1C2D99D76F","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/15/2016 2:06:00 PM","NA","0","HAYDNC","9/15/2016 4:49:00 PM","91","9.7","1"
"3D9.1C2D99D76F","Chinook","Wild Fish or Natural Production","Recapture","River","LEMHIR","9/28/2016 9:50:00 AM","NA","0","LEMHIR","9/28/2016 11:33:00 AM","92","9.6","1"
"3D9.1C2D99D799","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/16/2016 8:22:00 AM","NA","0","HAYDNC","9/16/2016 4:06:00 PM","84","6.9","1"
"3D9.1C2D99D799","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/26/2016 1:45:14 AM","A2","110","","","","","1"
"3D9.1C2D99D799","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","LLR","9/26/2016 1:45:27 AM","A5","110","","","","","1"
"3D9.1C2D99D837","Chinook","Wild Fish or Natural Production","Mark","River","BTIMBC","10/31/2016 10:09:00 AM","NA","0","BTIMBC","10/31/2016 2:39:00 PM","100","","1"
"3D9.1C2D99D89D","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/16/2016 8:22:00 AM","NA","0","HAYDNC","9/16/2016 4:06:00 PM","80","5.6","1"
"3D9.1C2D99D8AF","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/15/2016 8:34:00 AM","NA","0","HAYDNC","9/15/2016 1:29:00 PM","82","4.8","1"
"3D9.1C2D99D8B3","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","9/16/2016 8:22:00 AM","NA","0","HAYDNC","9/16/2016 4:06:00 PM","76","5.8","1"
"3D9.1C2D99D8B3","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/16/2017 1:41:20 AM","B1","150","","","","","1"
"3D9.1C2D99D8B3","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/16/2017 1:41:31 AM","C1","150","","","","","1"
"3D9.1C2D99D8B3","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/16/2017 1:41:31 AM","C2","150","","","","","1"
"3D9.1C2D99D8B3","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/16/2017 1:41:32 AM","C3","150","","","","","1"
"3D9.1C2D99D8B3","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/16/2017 1:41:32 AM","C4","150","","","","","1"
"3D9.1C2D99D8B3","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/16/2017 1:41:34 AM","91","150","","","","","1"
"3D9.1C2D99D8B3","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/16/2017 1:41:35 AM","92","150","","","","","1"
"3D9.1C2D99D8B3","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","GOJ","5/16/2017 1:41:35 AM","93","150","","","","","1"
"3D9.1C2D99D8B3","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","LMJ","5/18/2017 12:54:57 AM","04","150","","","","","1"
"3D9.1C2D99D8B3","Chinook","Wild Fish or Natural Production","Observation","Juvenile Fish Bypass Facility","LMJ","5/18/2017 12:56:13 AM","F2","150","","","","","1"
"3D9.1C2D99D930","Chinook","Wild Fish or Natural Production","Mark","River","HAYDNC","11/1/2016 8:44:00 AM","NA","0","HAYDNC","11/1/2016 10:50:00 AM","90","7.1","1"
"3D9.1C2D99D930","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","8/31/2017 6:20:40 AM","A3","120","","","","","1"
"3D9.1C2D99D930","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","8/31/2017 6:21:18 AM","A5","120","","","","","1"
"3D9.1C2D99D930","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","8/31/2017 11:32:29 AM","A6","120","","","","","1"
"3D9.1C2D99D930","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","8/31/2017 11:34:27 AM","A3","120","","","","","1"
"3D9.1C2D99D930","Chinook","Wild Fish or Natural Production","Observation","Instream Remote Detection System","HYC","9/2/2017 2:45:52 AM","A3","120","","","","","1"
